region,mean_p,cmro2,cmrglu,mean_i
Default_Temp_1 R,6.95306010788991e-11,4272.5796,5048.003,5.383238908354121e-09
Default_Temp_10 L,1.8550142909916e-12,5063.7793,6017.5625,5.27234321648112e-10
Default_Temp_10 R,6.48385068440937e-12,5210.4355,6419.2466,1.1324450043305302e-09
Default_Temp_11 L,8.57503144713592e-12,5047.2466,6044.831,1.3266074232975401e-09
Default_Temp_11 R,1.8658309620367398e-12,5091.0347,6182.4985,5.82018615751711e-10
Default_Temp_12 L,2.81966686719267e-12,5195.226,6160.4424,6.97911978318334e-10
Default_Temp_2 L,3.4877150756094594e-11,4579.362,5808.6016,4.27121889951334e-09
Default_Temp_2 R,4.42040340344199e-11,4571.526,5758.784,4.8154978089376e-09
Default_Temp_3 L,1.9214994924547097e-11,4337.229,5006.9937,2.39392603005838e-09
Default_Temp_3 R,1.96149430433588e-11,4451.9194,5192.154,1.84120655941378e-09
Default_Temp_4 L,1.77277252231946e-11,4792.868,6134.685,2.8042325404760702e-09
Default_Temp_4 R,2.4841524027211498e-11,4658.43,5719.232,2.93304215242295e-09
Default_Temp_5 L,2.5983242889694e-11,4632.7046,5719.6206,3.6575393322869103e-09
Default_Temp_5 R,1.5755841029301098e-11,4863.614,6267.642,2.29134680235032e-09
Default_Temp_6 L,9.070047241904269e-12,4665.6646,5512.006,1.5192700799121402e-09
Default_Temp_6 R,1.57853358138189e-11,4744.438,5656.2676,2.6312126606136203e-09
Default_Temp_7 L,1.56268741749855e-11,4928.2646,6195.024,2.7380843642911e-09
Default_Temp_7 R,1.18838317292872e-11,5147.0786,6342.3203,1.9248939861806e-09
Default_Temp_8 L,2.3569624419247097e-12,4880.213,5905.8784,6.101799978322911e-10
Default_Temp_8 R,1.7068263672758499e-12,5052.4907,5905.0317,5.19238980646889e-10
Default_Temp_9 L,8.83011824047041e-12,5102.004,5966.098,1.6065898872454502e-09
Default_Temp_9 R,1.37166885401457e-12,5074.34,5930.496,4.92377760692676e-10
Default_pCunPCC_1 L,1.4871086452441698e-12,4758.059,5825.203,4.2684927087197403e-10
Default_pCunPCC_1 R,1.2216311195482299e-12,4570.793,5619.545,3.76118302177759e-10
Default_pCunPCC_10 L,2.3972564916880298e-12,5997.111,7711.2905,6.00503435887644e-10
Default_pCunPCC_10 R,2.31596152710615e-12,6130.615,7981.969,5.54090582318428e-10
Default_pCunPCC_11 L,6.39605640509621e-13,5614.3965,7418.6396,2.75337020888607e-10
Default_pCunPCC_11 R,1.05548179048037e-12,5608.8096,7122.752,3.53921521412126e-10
Default_pCunPCC_12 L,6.52188115963559e-13,5344.907,6664.7153,2.90958273326083e-10
Default_pCunPCC_12 R,1.0281958539210599e-12,5565.177,6967.8306,3.5968692324337803e-10
Default_pCunPCC_13 L,1.21463779111818e-12,5271.908,6693.106,4.00821638337668e-10
Default_pCunPCC_13 R,1.41784237372308e-12,5786.0957,7056.2217,3.98399263902978e-10
Default_pCunPCC_14 L,8.40686562500532e-13,5561.5273,7194.579,3.2580535645776e-10
Default_pCunPCC_14 R,2.44773266082129e-12,5750.7397,7305.5493,5.39689737103656e-10
Default_pCunPCC_15 L,4.600062419309549e-12,6094.0054,7790.9453,6.84203741817224e-10
Default_pCunPCC_16 L,1.91764260085001e-12,5723.9644,7070.204,4.38360375277478e-10
Default_pCunPCC_17 L,1.3407563059617499e-12,5669.8896,7006.1416,4.1322339793639e-10
Default_pCunPCC_2 L,6.49998429110067e-13,2155.75,2796.7373,1.36643583599839e-10
Default_pCunPCC_2 R,5.59900175424766e-13,2946.75,3740.6287,1.11968251606628e-10
Default_pCunPCC_3 L,1.30548346010032e-12,5619.8833,6925.0186,4.56164100236437e-10
Default_pCunPCC_3 R,1.82178733790302e-12,5426.868,6837.708,6.80681995037817e-10
Default_pCunPCC_4 L,1.2473829188985998e-12,5746.87,7351.563,4.668792921553221e-10
Default_pCunPCC_4 R,1.17252787031183e-12,5822.5903,7238.7646,4.56863870153521e-10
Default_pCunPCC_5 L,6.23443769124556e-13,5246.1323,6656.027,2.2462417665516101e-10
Default_pCunPCC_5 R,4.43444767993737e-13,5935.0654,7474.8867,1.9532082888905601e-10
Default_pCunPCC_6 L,6.52000387944059e-13,6031.6235,7837.273,2.51384836085726e-10
Default_pCunPCC_6 R,1.2110724769306699e-12,5992.935,7728.8696,4.795076145172271e-10
Default_pCunPCC_7 L,1.29136406616651e-12,5627.4507,7341.644,4.52944188297478e-10
Default_pCunPCC_7 R,6.23474314333079e-13,5611.4395,7044.1387,2.22862827719655e-10
Default_pCunPCC_8 L,1.10015686667905e-12,5504.1855,7480.38,4.32562528125851e-10
Default_pCunPCC_8 R,1.05869184255649e-12,5627.8145,7203.7046,3.98729857221597e-10
Default_pCunPCC_9 L,2.50676850789879e-12,5738.4185,7790.082,5.78346102972589e-10
Default_pCunPCC_9 R,6.30773172763946e-13,5466.4004,6916.3057,2.74581244939439e-10
DorsAttn_FEF_1 L,8.76987208971889e-12,5498.414,7032.6084,1.52091681682066e-09
DorsAttn_FEF_1 R,8.817433543764139e-12,5554.87,7207.0557,1.4978821306619802e-09
DorsAttn_FEF_2 L,2.97180550986189e-12,5191.703,6864.3457,6.86638148770464e-10
DorsAttn_FEF_2 R,2.28861156765718e-12,5367.16,7139.59,4.60796506629032e-10
DorsAttn_FEF_3 L,2.26566829088833e-12,5298.5356,6766.4805,4.43316639066487e-10
DorsAttn_FEF_3 R,4.0932520454997995e-12,5434.5317,7029.0435,9.09628636993402e-10
DorsAttn_FEF_4 L,1.2250852034761699e-11,5021.3174,6630.2305,1.4877386070015202e-09
DorsAttn_FEF_4 R,2.8082154263281997e-12,5398.0713,6895.753,5.950449429030601e-10
DorsAttn_Post_1 L,6.917061293224919e-12,4859.204,5885.12,1.2672774268744502e-09
DorsAttn_Post_1 R,4.69417700000394e-12,4923.123,5684.0894,7.37188568093963e-10
DorsAttn_Post_10 L,1.14728542321421e-12,5379.3745,7181.721,3.18103054340418e-10
DorsAttn_Post_10 R,4.6761468820457595e-12,5250.1226,6185.711,7.27879776183005e-10
DorsAttn_Post_11 L,3.7516680155729796e-12,5063.3296,6143.499,5.78735882607645e-10
DorsAttn_Post_11 R,6.65581485696366e-12,5414.998,6763.9253,8.44651567195695e-10
DorsAttn_Post_12 L,9.16760797537505e-12,5120.8696,6315.0835,1.2432221000316901e-09
DorsAttn_Post_12 R,2.19726486887561e-12,5489.533,6824.003,4.6365671176047103e-10
DorsAttn_Post_13 L,2.44424897987137e-12,5502.606,7282.3687,4.33888453981949e-10
DorsAttn_Post_13 R,2.8123345869546798e-12,5515.0894,7180.3257,3.97816803474584e-10
DorsAttn_Post_14 L,2.05297589237415e-12,5079.417,6238.0645,3.606879168759e-10
DorsAttn_Post_14 R,7.512887757267389e-12,5605.452,7248.4634,8.17830518071817e-10
DorsAttn_Post_15 L,2.14556723057696e-12,5375.687,7096.5327,3.48590274324152e-10
DorsAttn_Post_15 R,3.80841513663627e-12,5201.658,6320.0947,7.47967086986382e-10
DorsAttn_Post_16 L,2.9966909580844897e-12,5462.3647,6876.3433,4.87340439787763e-10
DorsAttn_Post_16 R,2.12661126157795e-12,5438.208,6823.807,4.18834939551912e-10
DorsAttn_Post_17 L,1.8281659492218798e-11,5404.54,7008.6616,1.1168439831188502e-09
DorsAttn_Post_17 R,4.19898370940383e-12,5481.6475,7030.136,6.404047364208201e-10
DorsAttn_Post_18 L,3.90100465231199e-12,5219.794,6373.881,7.97867082076547e-10
DorsAttn_Post_18 R,2.53958883692583e-12,5542.02,7055.701,4.59532725195625e-10
DorsAttn_Post_19 L,2.34696501473366e-12,5614.9927,7196.4688,3.87362753973901e-10
DorsAttn_Post_19 R,1.11668629055461e-11,5387.121,6947.547,1.46943045118113e-09
DorsAttn_Post_2 L,9.22523658301011e-12,5051.1147,6110.812,1.46550831644878e-09
DorsAttn_Post_2 R,2.0400289433499898e-11,5068.6772,6089.295,3.5612215053210605e-09
DorsAttn_Post_20 L,5.61036772788638e-12,5382.4595,6987.6646,7.02472959906908e-10
DorsAttn_Post_20 R,1.83657563368923e-12,5282.717,6479.744,4.49315206672741e-10
DorsAttn_Post_21 L,6.718212937573239e-12,5649.9014,7149.0986,7.70458890846851e-10
DorsAttn_Post_21 R,6.179074553709389e-12,5603.5244,7014.731,9.59545148335704e-10
DorsAttn_Post_22 L,1.0820889098633699e-11,5696.3535,7086.6826,1.3178217984486702e-09
DorsAttn_Post_22 R,4.2883347032904094e-12,5447.696,6945.228,4.57994855144131e-10
DorsAttn_Post_23 L,2.99165939183178e-12,5269.625,6517.111,5.225589336421561e-10
