"region","mean_p_excl","sub11_p","excess","ratio","is_frontal"
"DorsAttn_Post_5 L",1.04558178879886e-11,1.40428102508482e-11,3.58699236285964e-12,1.34306186290604,FALSE
"DorsAttn_Post_13 R",2.81233458695468e-12,6.39546404110914e-12,3.58312945415446e-12,2.27407651663326,FALSE
"Vis_22 L",8.22071965731014e-12,1.17582391312005e-11,3.53751947389036e-12,1.43031749303659,FALSE
"Default_pCunPCC_4 R",1.17252787031183e-12,4.65821949747442e-12,3.48569162716259e-12,3.97280066036774,FALSE
"SalVentAttn_Med_2 R",1.44315659204451e-12,4.88761756805633e-12,3.44446097601182e-12,3.38675483658503,FALSE
"SalVentAttn_ParOper_5 L",1.43315814276489e-11,1.77435195560545e-11,3.41193812840559e-12,1.23807129350172,FALSE
"Default_pCunPCC_3 R",1.82178733790302e-12,5.15190522954615e-12,3.33011789164313e-12,2.82793996991783,FALSE
"SomMot_44 L",8.54697410556673e-12,1.18449821593074e-11,3.29800805374067e-12,1.38586849720214,FALSE
"Cont_Par_5 R",9.42513655250123e-12,1.27207461728982e-11,3.29560962039696e-12,1.34966173721084,FALSE
"SalVentAttn_FrOperIns_1 L",7.21760649596458e-13,3.95243890383599e-12,3.23067825423953e-12,5.47610749636438,TRUE
